,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
8069,717684858,50,M,3,0,single,4,blue,38,6,22304.0,1333,True
8070,767376483,27,F,1,3,married,0,blue,20,5,1893.0,0,True
8071,709901058,38,M,1,1,single,1,blue,30,2,2232.0,1163,True
8072,823149483,52,F,1,4,single,1,blue,48,1,1766.0,0,True
8073,780073158,59,M,0,1,single,0,blue,44,2,3790.0,1149,True
8074,779998083,33,M,3,1,married,1,blue,23,1,6392.0,1429,True
8077,816613158,48,F,1,5,married,0,blue,43,2,2559.0,1514,True
8078,770774133,53,M,3,2,single,3,silver,39,1,34516.0,1198,True
8079,712300683,41,F,1,2,single,0,blue,32,2,1438.3,0,True
8080,714536208,50,F,3,0,married,0,blue,36,1,2473.0,1675,True
8081,784880958,34,F,4,2,single,1,blue,28,2,4022.0,1680,True
8082,713784558,59,F,1,2,single,1,blue,36,1,3510.0,941,True
8083,719305608,57,F,3,1,single,0,blue,36,4,2347.0,1900,False
8085,708323208,49,F,3,0,married,0,blue,36,4,1522.0,0,False
8086,781183233,44,F,3,1,single,0,blue,25,2,2085.0,1528,True
8090,779922183,52,F,1,1,married,0,blue,36,2,2253.0,1981,True
8091,719449533,49,F,3,0,single,1,blue,38,1,2655.0,2283,False
8092,712559058,54,M,0,1,single,3,blue,45,1,20882.0,1525,True
8093,717853233,41,M,2,3,married,3,blue,31,1,3306.0,706,True
8094,790069233,45,F,3,1,divorced,0,blue,37,2,2052.0,0,True
8095,794576058,42,M,3,2,married,3,blue,26,1,8480.0,1339,True
8098,714139308,53,M,3,0,married,2,blue,42,2,1438.3,0,True
8099,806634783,38,F,2,3,married,0,blue,33,1,3420.0,1405,True
8100,720101658,26,F,0,2,single,0,blue,19,2,3416.0,1109,True
8101,719925483,46,M,4,2,married,3,blue,36,2,2171.0,1043,True
8104,819214233,43,F,3,2,married,0,blue,38,2,1530.0,0,True
8106,713723433,52,F,4,1,single,0,blue,44,1,5721.0,0,True
8108,716961033,48,F,3,1,single,0,blue,40,1,3520.0,2149,True
8109,778819083,41,F,2,5,married,1,blue,33,1,1604.0,0,False
8110,714773508,54,F,1,2,married,1,blue,46,6,1632.0,351,False
8111,814181433,46,M,5,3,married,1,blue,41,1,3914.0,1683,True
8112,711984633,36,F,3,2,married,0,blue,27,1,2328.0,1953,True
8116,780727833,51,F,3,1,single,0,blue,41,1,3229.0,2517,True
8118,714320358,38,F,2,3,single,0,blue,33,2,2569.0,1288,True
8119,720700008,50,F,1,1,single,0,blue,36,1,4517.0,2238,True
8120,713027058,46,F,4,5,single,0,blue,36,2,2292.0,0,False
8121,778228458,52,F,3,0,single,0,blue,42,2,2510.0,1928,True
8123,719821908,38,F,2,1,single,0,blue,16,2,2703.0,0,False
8124,720537633,44,F,3,5,married,0,blue,36,2,3047.0,2139,True
8127,721164483,46,F,2,3,married,1,blue,34,2,1441.0,642,True
8128,715447008,50,F,3,2,married,0,blue,36,2,2999.0,1817,True
8129,769676358,38,M,2,1,single,2,blue,32,1,1438.3,1309,True
8130,710487033,44,F,2,1,married,1,blue,28,2,1438.3,0,True
8131,714197133,51,F,3,3,married,1,blue,36,2,4762.0,0,False
8138,784795083,31,F,1,1,divorced,0,blue,25,2,1984.0,0,True
8139,809844108,48,M,2,5,single,2,blue,43,2,8086.0,0,True
8141,711833508,47,M,2,1,single,1,blue,27,2,1536.0,0,True
8144,716279508,48,M,3,3,married,3,blue,41,2,3430.0,2517,False
8145,771336783,51,F,3,1,single,0,blue,38,1,1759.0,1345,True
8146,717502083,41,M,3,5,single,4,blue,28,4,6314.0,0,False
8149,711382458,43,M,5,2,married,2,blue,38,2,1438.3,0,False
8150,712190358,48,F,4,0,married,0,blue,29,1,1843.0,1802,True
8151,788805858,49,M,3,3,divorced,1,blue,31,2,2181.0,1218,True
8152,709102458,47,M,2,1,single,3,blue,36,4,4754.0,0,False
8153,712533708,43,M,0,1,single,3,blue,36,2,11247.0,0,True
8154,720326733,55,M,2,2,single,4,blue,47,2,16258.0,865,True
8155,713605908,49,M,3,2,married,4,blue,37,1,34516.0,1316,True
8156,711598533,43,M,1,1,married,2,blue,36,1,4255.0,1729,True
8157,795855258,48,F,4,3,single,0,blue,42,2,1438.3,0,True
8158,826783233,57,F,3,1,single,0,blue,53,1,3029.0,2214,True
8160,785230083,50,M,2,0,single,2,blue,44,1,3318.0,2349,True
8161,807946833,44,F,2,2,single,0,blue,39,6,1791.0,0,False
8162,711011508,43,F,3,2,single,0,blue,35,1,1620.0,771,True
8163,718632933,58,F,1,3,single,0,blue,46,1,1552.0,0,True
8164,717284133,53,F,1,1,married,0,blue,41,1,3472.0,2517,True
8165,711701058,48,F,4,2,married,0,silver,36,2,10973.0,1466,True
8167,717146208,59,F,1,2,single,0,blue,51,1,4257.0,2517,False
8168,719028783,42,F,1,2,married,0,blue,29,2,3422.0,0,True
8169,713274183,45,F,1,2,single,0,blue,35,1,4977.0,1411,True
8171,790139583,39,F,0,2,divorced,0,blue,32,2,1438.3,801,True
8175,708753633,45,F,3,5,married,1,blue,32,2,1438.3,0,True
8176,710780883,48,F,5,0,single,1,blue,38,1,2446.0,1461,True
8177,785237958,45,M,5,3,married,2,blue,39,2,3439.0,0,False
8178,711333933,56,F,3,4,single,1,blue,36,2,3005.0,1660,True
8179,710797833,50,F,5,2,married,0,blue,30,1,2033.0,841,True
8185,708876183,51,M,1,1,single,2,silver,43,2,28673.0,0,True
8186,712660308,44,F,1,1,single,0,blue,36,2,1895.0,0,False
8187,715958583,56,F,2,1,married,0,blue,43,1,2041.0,1158,True
8188,771546708,46,F,2,2,single,0,blue,34,2,1438.3,0,True
8189,711252258,54,F,1,1,single,0,blue,36,1,1572.0,985,True
8192,708824958,50,F,4,1,single,0,blue,42,2,1460.0,0,True
8193,819612933,52,M,3,2,single,3,blue,47,1,25410.0,0,True
8194,712804383,56,F,0,3,married,0,blue,38,1,2143.0,1194,True
8195,790149483,42,M,3,0,single,1,blue,35,2,8566.0,1484,True
8196,712121508,43,M,3,0,single,2,blue,30,1,1438.3,0,True
8197,778853358,59,F,0,3,single,0,blue,40,1,3297.0,0,True
8198,716512383,39,F,2,1,married,0,blue,36,1,2816.0,2517,True
8200,712144158,53,F,1,2,single,0,blue,48,6,2370.0,1166,False
8201,824560758,35,F,3,2,single,0,blue,31,1,1678.0,0,False
8202,757710783,36,F,1,2,married,0,blue,29,4,1493.0,0,False
8204,710481333,50,F,4,1,married,0,blue,36,5,2690.0,1614,False
8206,713759583,54,F,3,1,married,0,blue,36,1,3173.0,1822,True
8207,717547383,43,F,2,2,married,0,blue,32,2,2890.0,1392,True
8209,710044308,40,F,4,2,single,1,blue,27,2,2625.0,1594,True
8211,757685733,43,F,2,2,single,0,blue,36,1,3226.0,2145,True
8213,796029483,49,F,3,2,married,0,blue,43,2,2174.0,785,True
8215,713872008,49,F,1,1,married,0,blue,42,1,2215.0,1347,True
8219,710643183,42,F,2,1,single,0,blue,23,2,3172.0,1160,True
8220,779859558,54,F,3,1,married,0,blue,38,2,2452.0,1012,False
8221,798238008,36,F,2,0,married,0,blue,30,2,5070.0,0,True
8222,811974483,56,M,2,2,single,1,blue,51,1,1466.0,723,True
8223,778471758,52,F,2,2,married,0,blue,37,1,2427.0,2362,True
8224,718513233,59,M,2,2,single,4,blue,48,1,17999.0,1861,True
8225,718147233,44,F,1,1,married,1,blue,31,2,4553.0,1538,True
8228,711438033,57,F,1,2,married,0,blue,45,1,1894.0,0,True
8229,712253058,48,F,3,1,married,0,blue,40,1,2097.0,1255,True
8230,713519508,47,M,4,1,divorced,2,blue,36,1,1983.0,989,True
8232,710110683,52,M,2,3,married,2,blue,36,1,7879.0,1007,True
8233,720260433,46,F,3,1,married,1,blue,34,2,3336.0,1687,True
8234,714148758,34,F,2,4,married,0,blue,27,2,1726.0,1398,True
8235,715522233,45,F,3,5,single,0,blue,27,1,2917.0,1523,True
8237,714943233,49,M,2,5,married,1,blue,31,2,1915.0,1545,True
8239,708952758,41,F,3,3,married,0,blue,35,2,2066.0,1542,True
8240,721374033,53,F,1,1,married,1,blue,39,2,2164.0,1115,True
8242,794516508,43,F,3,1,married,0,blue,24,2,1484.0,0,True
8244,778722033,44,F,2,0,married,0,blue,28,2,2275.0,1265,True
8245,823578483,44,F,4,1,single,0,blue,40,2,1438.3,1169,True
8246,715148658,51,F,2,2,married,0,blue,43,1,3683.0,1039,True
8247,709669533,38,F,1,1,divorced,0,blue,30,2,2722.0,1303,True
8248,787467858,43,M,1,1,married,3,silver,30,1,34516.0,2045,True
8249,708671733,48,M,4,2,married,2,blue,36,2,2072.0,1499,True
8250,709790058,53,M,4,2,married,4,blue,40,1,6383.0,1512,True
8253,757722708,42,M,3,3,married,2,blue,35,1,1438.3,0,True
8254,718086783,50,M,5,0,married,4,blue,36,2,13478.0,0,True
8255,815253708,46,F,2,1,divorced,0,blue,41,1,2841.0,1807,True
8256,715083633,33,F,1,0,married,0,blue,23,2,1830.0,1777,True
8257,792098883,37,M,2,5,single,4,blue,31,2,2360.0,1204,True
8258,711873858,43,M,3,1,married,2,blue,35,2,3717.0,1882,True
8259,713931258,56,F,3,2,married,0,blue,45,2,1438.3,0,False
8260,787591008,42,M,3,0,divorced,2,blue,34,2,2289.0,1195,True
8262,713068833,44,F,3,0,single,0,blue,32,2,1438.3,894,True
8267,708190158,38,F,3,1,single,0,blue,26,2,2920.0,2426,False
8268,784895358,49,F,1,2,married,0,blue,43,5,1938.0,0,False
8269,710090133,62,F,1,3,divorced,0,blue,51,1,4049.0,1685,True
8270,799242033,45,M,4,5,married,3,blue,39,2,1438.3,1162,True
8271,719377383,40,M,2,3,single,2,blue,28,1,10880.0,2025,True
8272,710371683,51,M,4,5,married,2,blue,36,2,3451.0,2006,True
8273,719926683,41,M,3,1,divorced,2,blue,33,2,20749.0,2171,True
8274,793597833,49,F,0,4,single,0,blue,43,1,2481.0,1568,True
8275,713739708,61,M,0,1,single,2,blue,53,1,2415.0,2050,True
8276,709389558,33,F,4,3,single,0,blue,36,1,1438.3,0,True
8278,709087983,35,F,3,5,single,0,blue,27,2,1438.3,0,True
8279,712774908,41,F,4,1,married,0,blue,29,2,2601.0,1861,True
8281,713497983,49,M,5,1,single,2,blue,36,1,5578.0,0,True
8282,713489358,52,F,2,2,married,0,blue,40,2,3698.0,0,True
8285,711847833,42,F,2,2,single,0,blue,32,2,1933.0,1127,True
8286,772837083,41,M,3,2,married,4,blue,32,2,27169.0,0,True
8288,719202708,54,F,3,1,married,0,blue,36,2,5642.0,541,True
8289,714566133,60,F,2,2,married,0,blue,36,1,3239.0,2356,True
8291,814987983,37,F,2,3,single,1,blue,32,2,3680.0,683,True
8292,789588933,44,M,2,2,married,2,blue,37,1,1787.0,0,True
8293,714317058,52,M,2,2,married,2,blue,36,2,4752.0,2437,True
8296,710971908,43,M,1,1,married,2,blue,31,2,3764.0,1780,True
8297,711412533,40,F,3,1,single,0,blue,35,6,5492.0,1573,False
8298,720593583,39,F,2,5,divorced,0,blue,32,1,3554.0,747,True
8301,778436283,41,M,4,1,single,0,blue,21,2,3429.0,1504,True
8302,711492258,50,M,2,2,married,2,blue,45,2,2021.0,1578,True
8303,771106458,54,F,4,3,married,0,blue,41,1,2444.0,1313,True
8306,719940483,51,F,1,2,married,1,blue,43,2,2107.0,1663,True
8308,716839983,48,M,3,3,married,4,blue,36,2,32777.0,0,True
8309,781073733,50,M,2,2,married,4,blue,41,1,4607.0,0,True
8312,714080433,40,F,5,3,married,1,blue,36,2,3144.0,1787,True
8313,757675158,47,F,4,4,divorced,1,blue,40,2,2725.0,1851,True
8314,715361433,53,F,2,1,single,0,blue,36,2,1874.0,994,True
8315,778191933,45,M,3,0,single,4,blue,35,2,7135.0,2517,False
8318,799020258,44,M,2,0,divorced,2,blue,38,2,16553.0,0,True
8322,714825408,45,F,3,1,single,1,blue,36,2,2853.0,2517,True
8323,788620083,50,F,3,2,single,0,blue,41,2,2382.0,1419,True
8324,719490108,54,F,3,2,single,0,blue,36,1,2830.0,1779,True
8326,756944133,52,F,4,2,married,0,blue,45,1,3705.0,2168,True
8327,785285883,49,F,3,2,single,0,blue,43,6,1675.0,0,False
8328,779770683,47,F,3,0,divorced,1,blue,36,2,1439.0,0,True
8330,710322033,52,F,1,1,married,0,blue,44,1,2563.0,1765,True
8331,710560008,46,F,4,1,married,0,blue,33,1,1896.0,1738,True
8333,789164283,55,F,0,0,married,0,blue,44,1,2596.0,1929,True
8334,715773783,44,F,2,2,single,1,blue,35,2,4196.0,561,False
8335,779158533,43,F,3,0,single,0,blue,25,2,1616.0,966,True
8336,720463833,42,M,5,0,single,2,blue,36,1,6618.0,1738,True
8337,712747758,50,F,4,0,single,0,blue,36,2,2477.0,0,False
8338,771067308,38,F,3,1,single,1,blue,25,1,3040.0,1908,True
8340,716171358,51,M,4,3,married,1,blue,36,2,4436.0,2222,True
8341,794637333,44,F,2,2,divorced,0,silver,25,2,13138.0,0,True
8343,718492908,38,F,3,3,married,0,blue,36,1,3297.0,1554,True
8344,716033508,46,M,2,2,single,2,blue,34,1,6272.0,1434,True
8345,717603858,54,M,3,3,single,1,blue,42,1,5608.0,1775,True
8347,716558283,30,F,0,2,married,0,blue,36,2,1621.0,1046,True
8348,719022558,49,F,4,0,married,0,blue,38,1,2305.0,1173,True
8349,717334233,54,F,1,0,single,1,blue,43,1,9525.0,2517,True
8351,719192808,51,M,4,2,single,4,blue,36,2,3168.0,2147,True
8352,719281533,37,F,3,3,married,0,blue,27,2,2939.0,1388,True
8353,710877108,44,F,1,1,divorced,0,blue,32,1,2724.0,1288,True
8356,770581983,55,F,4,2,married,1,blue,41,1,1438.3,0,True
8357,718742808,55,F,1,1,married,1,blue,46,2,4629.0,710,False
8358,710257683,50,M,3,2,single,4,blue,33,1,34516.0,1134,True
8360,721041483,45,M,4,5,married,2,blue,37,1,13093.0,2517,False
8363,716214108,44,M,4,0,single,2,blue,36,1,6426.0,0,True
8364,772216833,47,F,5,2,single,0,blue,36,1,2761.0,1950,True
8365,708553008,38,F,1,1,single,1,blue,36,1,2148.0,1103,True
8366,778880358,49,F,4,2,divorced,1,blue,30,1,2485.0,1648,True
8367,720258183,39,F,4,2,single,1,blue,25,2,3394.0,2517,True
8368,720689583,50,F,3,1,married,1,blue,40,1,3367.0,1747,True
8369,758168133,50,F,0,1,married,1,blue,43,2,4154.0,1060,True
8371,711118083,54,F,4,2,divorced,0,blue,43,1,2506.0,1784,True
8372,709591533,46,F,3,3,divorced,0,blue,38,1,1774.0,1115,True
8376,715590258,45,F,4,0,single,1,blue,36,1,3918.0,2070,True
8378,708416433,41,F,1,1,single,0,blue,36,4,2372.0,0,False
8379,779183958,45,F,2,2,single,0,blue,33,1,1492.0,0,False
8380,709061658,44,F,1,2,single,0,blue,31,2,1550.0,716,True
8381,717384183,58,F,3,2,single,0,blue,53,1,2669.0,2048,True
8382,778921908,42,M,4,3,single,2,blue,23,2,3311.0,841,True
8383,714745608,51,F,4,1,single,0,blue,33,2,3068.0,2071,True
8385,714714558,37,F,2,0,single,1,blue,27,1,3050.0,2517,True
8387,778847808,42,F,4,2,married,1,blue,23,1,2647.0,1245,True
8392,710532258,48,F,3,1,divorced,0,blue,36,1,2185.0,1495,True
8394,817293258,44,F,4,3,married,1,blue,27,1,3183.0,2517,True
8396,738062658,57,M,3,2,single,3,blue,50,2,17096.0,1762,True
8397,709518858,50,F,2,2,married,0,blue,38,1,2897.0,0,True
8400,716262708,51,F,2,3,single,0,blue,36,1,1438.3,718,True
8401,708928008,34,F,2,1,single,1,blue,36,2,1677.0,0,True
8403,711922158,57,F,2,2,married,0,blue,45,1,1860.0,0,True
8405,779638983,47,F,4,2,married,0,blue,30,2,2124.0,1573,True
8406,708723858,48,F,4,2,single,0,blue,37,1,3413.0,1715,True
8407,712184133,41,F,5,2,married,0,blue,24,2,2178.0,1408,True
8414,789492558,49,F,2,3,married,0,blue,40,1,2096.0,1276,True
8415,770929383,41,M,2,2,single,2,blue,28,2,7293.0,993,True
8417,788595183,42,M,2,2,single,1,blue,36,1,1438.3,686,True
8418,713167383,57,F,3,1,single,0,blue,46,1,2298.0,1540,True
8420,718590183,58,F,3,5,married,0,blue,47,1,1517.0,920,True
8425,719868183,42,F,3,1,married,1,blue,30,5,1456.0,0,False
8426,709388058,43,F,4,2,single,0,blue,34,2,2005.0,1263,True
8427,717004533,35,F,3,1,married,0,blue,36,2,4790.0,1189,True
8430,759947433,53,M,3,2,married,4,blue,46,1,13670.0,0,True
8431,767404083,52,M,2,2,single,2,blue,45,2,3460.0,0,False
8432,781926633,48,M,2,0,married,1,blue,42,1,3202.0,2517,True
8433,772127508,31,F,1,0,married,0,blue,20,6,1438.3,0,False
8434,720518283,50,M,2,4,single,2,blue,36,1,2296.0,1371,True
8440,715488483,49,F,4,2,married,0,blue,36,1,6615.0,0,True
8444,715309083,50,F,2,2,married,0,blue,36,2,1912.0,0,True
8448,708399858,45,F,3,1,married,0,blue,35,2,2548.0,2250,True
8449,711944733,45,F,2,1,married,0,blue,36,1,1457.0,828,True
8451,785487783,59,F,1,2,single,1,blue,53,2,1980.0,1409,True
8452,718951683,48,F,2,2,married,0,blue,35,2,2216.0,1262,True
8453,718329183,57,F,3,2,divorced,1,blue,47,1,4262.0,2517,True
8454,788960658,42,F,2,0,married,0,blue,28,1,2573.0,1742,True
8455,713120433,55,F,2,1,married,1,blue,42,2,5431.0,2007,True
8456,720980958,43,F,5,0,married,0,blue,30,1,3092.0,909,True
8457,709606158,37,F,2,2,married,0,blue,31,1,2984.0,0,True
8459,712524858,34,M,1,2,single,0,blue,28,1,2669.0,1649,True
8460,815072283,50,F,3,2,married,0,blue,45,1,1789.0,1156,True
8461,715980258,36,F,1,5,single,0,blue,25,1,2835.0,2511,True
8462,788715483,44,F,5,2,single,0,blue,28,2,1558.0,879,True
8463,809276808,47,M,4,2,single,3,blue,42,1,7299.0,0,True
8464,708885558,56,F,1,1,single,0,blue,48,1,3556.0,0,False
8465,789373683,45,F,3,2,married,0,blue,35,1,1438.3,834,True
8468,712302783,38,F,2,0,single,0,blue,25,2,2468.0,872,True
8471,719601708,45,M,3,3,single,2,blue,35,1,10699.0,1099,True
8472,720150858,34,M,2,1,married,3,blue,25,6,1439.0,0,False
8474,798777708,54,F,4,1,single,1,blue,48,2,3089.0,1177,True
8476,716365233,53,F,1,3,married,0,blue,36,1,1665.0,964,True
8477,796544133,54,M,1,3,single,4,blue,48,1,2456.0,1654,True
8478,778143183,47,M,1,2,married,2,blue,40,2,11773.0,0,True
8479,717011958,43,F,4,2,single,1,blue,23,2,1438.3,0,True
8480,778264008,41,F,3,3,single,1,blue,32,2,3104.0,1954,True
8482,788842008,50,F,3,0,married,0,blue,34,2,4060.0,2336,True
8483,714742758,42,F,4,0,single,0,blue,24,2,3428.0,2209,True
8487,720299283,46,M,3,0,married,2,blue,33,2,12745.0,0,True
8488,719237058,39,M,2,5,single,2,blue,36,2,1790.0,891,True
8490,788290383,43,M,3,5,single,1,blue,35,2,4970.0,1588,True
8491,779701983,49,F,3,2,single,1,blue,32,1,5400.0,1426,True
8495,712132383,44,M,4,3,single,3,blue,34,2,1876.0,861,True
8498,812446158,54,F,3,0,single,0,blue,49,2,1719.0,0,True
8499,779401233,47,F,4,0,single,1,blue,36,1,1438.3,0,True
8501,721080183,33,F,1,2,single,1,blue,20,2,4883.0,0,True
8502,712572858,38,M,3,1,single,3,blue,29,2,3413.0,1801,True
8505,822170733,45,F,4,3,single,0,blue,41,6,3785.0,2517,False
8506,708224133,61,M,0,0,single,1,blue,49,1,2228.0,1480,True
8508,780633483,58,F,0,2,married,1,blue,47,2,2194.0,1302,True
8509,771356508,41,F,5,2,married,0,blue,28,2,2665.0,1936,True
8510,823629333,42,M,4,0,married,1,blue,38,1,2444.0,0,True
8511,712961658,45,F,4,0,married,0,blue,32,1,3335.0,2238,True
8512,710464683,45,F,3,4,married,0,blue,32,2,2726.0,2127,True
8513,716688183,51,F,1,1,married,0,blue,43,4,1665.0,1521,False
8514,789082758,40,F,2,1,married,0,blue,28,1,2734.0,1661,True
8515,709140858,57,F,2,3,single,0,blue,47,1,1727.0,996,True
8518,774588633,45,F,3,2,single,0,blue,39,2,1438.3,0,True
8519,788465583,42,F,3,3,single,1,blue,35,2,6330.0,1573,True
8520,741517458,49,F,4,2,married,0,blue,42,2,2575.0,2517,False
8522,721112508,48,F,3,2,married,0,blue,40,2,5298.0,0,True
8523,720734583,44,F,2,4,married,0,blue,32,1,2540.0,1561,True
8524,772286658,63,M,1,2,single,2,blue,52,6,14324.0,2507,False
8526,771045708,41,F,5,2,married,0,blue,28,2,1504.0,970,False
8527,711733308,45,F,2,0,single,0,blue,36,2,1839.0,0,True
8528,710518308,54,F,2,5,married,0,blue,35,1,1685.0,0,True
8530,713152383,40,F,3,0,married,0,blue,27,1,2840.0,2517,True
8531,771935283,47,F,4,2,single,1,blue,36,1,2977.0,1927,True
8533,825838908,39,F,1,0,single,0,blue,35,1,1961.0,0,True
8534,709082808,53,F,2,1,married,0,blue,36,2,2156.0,1198,True
8535,710937783,53,F,0,0,married,1,blue,40,1,2772.0,2414,True
8536,789540108,29,F,1,0,married,0,blue,21,2,2832.0,1819,True
8537,709824633,44,F,4,1,single,0,blue,35,2,1552.0,1375,True
8538,717874533,46,M,2,1,single,1,blue,36,5,6362.0,0,False
8539,712571883,40,M,3,2,divorced,0,silver,36,1,11409.0,1658,True
8540,716926758,40,F,2,0,single,0,blue,27,2,1965.0,0,True
8541,716181858,42,F,2,0,married,1,blue,29,1,1622.0,0,True
8542,779613933,38,F,4,0,married,0,blue,27,1,1736.0,1319,True
8544,709678608,49,M,4,1,married,3,blue,36,2,24256.0,1076,True
8545,714276408,52,F,3,0,single,1,blue,36,2,1915.0,1445,False
8546,719953383,38,F,4,3,single,0,blue,27,2,1438.3,0,True
8548,720503508,44,F,1,0,divorced,0,blue,37,1,5594.0,1235,True
8551,711232608,47,F,5,1,single,0,blue,36,2,1636.0,0,False
8553,708207783,50,F,3,1,single,0,blue,42,1,1477.0,0,True
8554,719590458,44,F,4,2,married,0,blue,36,6,1905.0,0,False
8555,778679883,39,M,2,2,single,2,blue,19,1,6146.0,0,True
8556,780230208,53,M,2,3,married,1,blue,40,2,2672.0,1604,True
8557,827703258,42,M,4,1,married,2,blue,38,2,13426.0,0,True
8558,807379833,48,M,3,2,divorced,1,blue,43,2,9104.0,145,False
8559,711178383,47,M,2,4,married,3,blue,35,1,30300.0,1166,True
8560,712203333,51,M,3,2,married,3,blue,39,1,7088.0,1750,True
8561,709261383,56,F,3,2,married,1,blue,36,2,1872.0,661,True
8562,715829358,33,F,4,3,married,1,blue,26,1,2874.0,2517,True
8563,713213133,36,M,2,2,single,1,blue,36,2,6763.0,1660,True
8565,779442783,39,F,1,2,single,0,blue,21,1,2867.0,1365,True
8567,721274208,41,F,2,1,single,0,blue,36,4,2201.0,2104,False
8568,714076683,29,F,0,3,married,0,blue,19,2,3261.0,2517,False
8569,788791383,39,F,3,1,married,1,blue,21,1,5027.0,0,True
8571,711560058,49,M,1,1,married,2,blue,36,2,2465.0,1334,True
8572,717657333,43,F,3,2,single,0,blue,36,1,7584.0,1834,True
8574,787482033,60,M,1,1,divorced,3,blue,48,1,28930.0,0,False
8575,779141658,48,M,4,2,married,3,blue,33,1,4963.0,2115,True
8576,813810333,50,M,3,4,married,2,blue,45,6,2049.0,0,False
8577,789613083,47,M,3,0,divorced,2,blue,41,2,1943.0,0,True
8578,794540883,56,F,1,4,married,1,blue,38,1,3485.0,1465,True
8579,811889808,43,M,3,2,married,3,blue,38,3,23459.0,2305,True
8580,720509433,51,F,2,3,single,0,blue,31,2,2306.0,1627,True
8581,715091208,42,M,3,1,married,3,blue,36,2,18177.0,841,True
8583,718200333,47,F,3,0,single,0,blue,41,3,2894.0,2117,True
8584,713487633,44,M,3,4,married,3,blue,32,3,34516.0,1807,True
8585,789363408,44,M,3,1,married,4,silver,34,3,34516.0,2517,True
8586,713916708,53,M,3,2,single,4,gold,43,3,34516.0,2435,True
8587,823833483,41,M,3,2,single,1,blue,37,3,7839.0,1544,True
8589,712879158,49,M,1,1,married,2,gold,36,2,6224.0,2201,True
8590,709474683,42,F,3,3,married,0,blue,13,3,6078.0,1478,True
8591,772313358,50,M,3,1,single,3,blue,39,3,21322.0,2216,True
8592,711856683,51,M,3,4,married,1,blue,36,2,1590.0,1273,True
8593,718530258,52,F,3,0,divorced,0,blue,36,3,1986.0,1411,True
8594,716288208,48,M,3,2,single,2,blue,36,2,15618.0,0,True
8595,718712583,44,M,2,0,married,3,blue,33,3,34496.0,1665,True
8596,806432433,40,F,2,1,single,1,blue,35,2,2544.0,1713,True
8599,709895508,42,M,3,2,married,0,blue,36,2,6153.0,974,True
8600,711542358,42,F,4,1,married,0,gold,36,2,15987.0,1187,True
8602,816832383,61,F,1,1,single,0,blue,56,3,3421.0,2266,True
8603,714042108,59,M,0,0,single,1,blue,36,3,11000.0,1013,True
8604,714664683,46,F,4,0,married,0,blue,37,3,2490.0,0,True
8606,715436883,48,F,3,4,married,0,blue,36,2,2490.0,1582,True
8607,715260558,44,F,4,1,single,1,blue,36,3,2055.0,0,True
8609,713364783,42,F,1,4,single,0,blue,28,3,3453.0,1010,True
8610,718078008,40,M,2,3,divorced,2,blue,36,3,20304.0,0,True
8611,798546408,61,F,1,3,single,0,blue,55,2,8283.0,1444,True
8612,779018508,45,M,4,0,single,3,blue,35,2,11318.0,2082,True
8613,802668333,49,M,2,2,single,3,blue,43,2,2384.0,1919,False
8614,718320933,47,M,3,0,married,2,blue,36,2,11919.0,2347,True
8615,789016983,45,F,3,1,married,0,blue,32,2,2948.0,968,True
8617,708474333,42,M,3,2,married,2,blue,29,3,12294.0,2517,True
8620,711410958,40,M,3,1,married,2,blue,28,2,13452.0,2517,True
8622,714047733,53,F,3,2,single,1,blue,45,2,4942.0,2119,True
8623,710061783,49,M,1,2,married,1,blue,40,6,14973.0,0,False
8624,711082908,44,M,4,0,single,3,blue,31,3,19719.0,1303,True
8627,751563933,43,F,3,1,married,0,blue,36,3,9484.0,2451,True
8630,720935658,57,F,4,4,single,0,blue,45,2,3059.0,1744,True
8631,714754533,51,M,0,5,single,4,platinum,44,3,34516.0,1925,True
8632,714713508,49,M,2,5,divorced,3,blue,36,3,25178.0,1803,True
8633,715038033,61,M,1,2,single,0,blue,54,3,7169.0,629,True
8634,809169858,62,M,2,2,single,2,blue,56,2,18224.0,1383,True
8636,779456508,52,M,2,2,divorced,2,blue,34,2,4813.0,0,True
8638,708693558,50,F,3,1,single,0,silver,38,3,12569.0,2167,True
8640,816073983,53,F,2,3,single,0,blue,48,2,8259.0,1182,True
8641,715851333,42,M,4,1,married,2,blue,27,2,13804.0,1903,True
8643,715404783,43,F,4,2,married,0,blue,35,3,6448.0,1464,True
8644,773356008,57,M,2,4,divorced,2,blue,51,2,5479.0,1200,True
8645,789525408,50,F,0,0,married,0,blue,42,3,3749.0,1594,True
8646,721212258,48,M,4,1,single,4,blue,40,2,30210.0,1946,True
8647,719625933,41,M,3,2,married,4,blue,36,2,5807.0,1143,True
8648,714304458,44,M,3,1,married,2,blue,36,2,3605.0,0,True
8649,819975183,44,F,4,3,single,1,silver,39,2,17077.0,2179,True
8650,785515533,43,F,2,3,married,0,blue,37,3,5380.0,1337,True
8651,720712533,51,M,3,2,married,3,gold,36,2,34516.0,761,True
8652,709861008,47,M,4,4,married,3,blue,30,3,27720.0,2414,True
8653,713911233,47,F,3,5,single,1,silver,39,3,18341.0,1060,True
8654,712580958,38,M,1,1,single,4,blue,30,2,27712.0,2130,True
